번호,도서명,저자,출판사,발행년도,ISBN,세트 ISBN,부가기호,권,주제분류번호,도서권수,대출건수,등록일자
2257,티라미수,이미연(Emily) 지음,책밥,2020,9.79119E+12,,,,,1,0,2021-02-09
2258,사람을 살린다는 것,"엘렌 드 비세르 지음, 송연수 옮김",황소자리,2021,9.79119E+12,,,,,1,0,2021-02-09
2259,바쁜 엄마도 부담 없는 초간단 52주 엄마표 놀이,이지선 지음,더디퍼런스,2021,9.79116E+12,,,,,1,1,2021-02-09
2260,양명학연론,"정인보 지음, 한정길 옮김",아카넷,2020,9.78896E+12,,,,151.57,1,1,2021-02-09
2261,우주를 꿈꾼 여성들,"타냐 리 스톤 지음, 김충선 옮김",돌베개,2021,9.78897E+12,,,,,1,0,2021-02-09
2262,도시 인문학,노은주.임형남 지음,인물과사상사,2020,9.78896E+12,,,,,1,0,2021-02-09
2263,맥주를 만드는 사람들,"윌리엄 보스트윅 지음, 박혜원 옮김",글항아리,2020,9.78897E+12,,,,,1,1,2021-02-09
2264,모두의 카레,나카가와 히데코 지음,맛있는책방,2020,9.7912E+12,,,,,1,1,2021-02-09
2265,모두의 떡볶이,홍신애 지음,맛있는책방,2020,9.7912E+12,,,,,1,1,2021-02-09
2266,누가 인공지능을 두려워하나?,"토마스 람게 지음, 이수영 외 옮김",다섯수레,2021,9.78897E+12,,,,,1,1,2021-02-09
2267,"지금, 인생의 체력을 길러야 할 때","제니퍼 애슈턴 지음, 김지혜 옮김",북라이프,2020,9.79119E+12,,,,,1,0,2021-02-09
2268,수술의 탄생,"린지 피츠해리스 지음, 이한음 옮김",열린책들,2020,9.78893E+12,,,,,1,0,2021-02-09
2269,성취하는 뇌,"마르틴 코르테 지음, 손희주 옮김",블랙피쉬,2020,9.78897E+12,,,,,1,1,2021-02-09
2270,루터,이길용 지음,arte(아르테),2020,9.78895E+12,,,,,1,2,2021-02-09
2271,인생독본 1,"레프 니콜라예비치 톨스토이 지음, 박형규 옮김",문학동네,2020,9.78895E+12,,,,,1,2,2021-02-09
2272,인생독본 2,"레프 니콜라예비치 톨스토이 지음, 박형규 옮김",문학동네,2020,9.78895E+12,,,,,1,1,2021-02-09
2273,"도둑맞은 감정들(인문1, 독치1)",조우관 지음,가나출판사,2020,9.78896E+12,,,,,2,1,2021-02-09
2274,"드물고 남루한, 헤프고 고귀한",최정우 지음,문학동네,2020,9.78895E+12,,,,,1,0,2021-02-09
2275,"하루 한 장 마음챙김(인문1, 독치1)","루이스 L. 헤이 저자, 로버트 홀든 편자, 박선령 역자",니들북,2021,9.79114E+12,,,,189.1,1,1,2021-02-09
2276,스스로를 아는 일,"앙드레 지드 지음, 임희근 옮김",유유,2020,9.79119E+12,,,,160.37,1,1,2021-02-09
2277,홉스,"리처드 턱 지음, 조무원 옮김",교유서가,2020,9.79119E+12,,,,,1,1,2021-02-09
2278,무대,"필립 라쿠-라바르트.장-뤽 낭시 지음, 조만수 옮김",문학과지성사,2020,9.78893E+12,,,,,1,0,2021-02-09
2279,내가 뭘 했다고 번아웃일까요,안주연 지음,창비,2020,9.78894E+12,,,,189.7,1,2,2021-02-09
2280,태어났음의 불편함,"에밀 시오랑 지음, 김정란 옮김",현암사,2020,9.78893E+12,,,,,1,2,2021-02-09
2281,"소세키와 가족, 가족으로부터의 탈주",길진숙 지음,북튜브,2020,9.79119E+12,,,,,1,1,2021-02-09
2282,"카프카와 가족, 아버지의 집에서 낯선 자 되기",오선민 지음,북튜브,2021,9.79119E+12,,,,,1,1,2021-02-09
2283,된다! 7일 프리미어 프로 유튜브 영상 편집,김예지 지음,이지스퍼블리싱,2021,9.79116E+12,,,,,1,1,2021-02-09
2284,된다! 맥북 & 아이맥 : 맥OS 빅서판,김기백 외 지음,이지스퍼블리싱,2020,9.79116E+12,,,,,1,2,2021-02-09
2285,된다! 일러스트레이터,모나미.김정아 지음,이지스퍼블리싱,2020,9.79116E+12,,,,,1,2,2021-02-09
2286,엄마의 책갈피 인문학,김선호 지음,상상출판,2020,9.79119E+12,,,,,1,1,2021-02-09
2287,리튬이온전지 발명 이야기,"요시노 아키라 지음, 한원철 옮김, 정순기 감수",성안당,2020,9.78893E+12,,,,,1,0,2021-02-09
2288,면역의 힘,"제나 마치오키 지음, 오수원 옮김",윌북,2021,9.79116E+12,,,,,1,1,2021-02-09
2289,모던 테크,홍성욱 지음,EBS BOOKS,2020,9.78895E+12,,,,,1,0,2021-02-09
2290,내 마음을 담은 집,서현 지음,효형출판,2021,9.78896E+12,,,,,1,0,2021-02-09
2291,당신이 오래오래 곁에 있었으면 좋겠습니다,"다카자와 겐지.다마메 야요이 지음, 박재현 옮김",가나출판사,2020,9.78896E+12,,,,,1,1,2021-02-09
2292,나는 아우슈비츠의 약사입니다,"퍼트리샤 포즈너 지음, 김지연 옮김",북트리거,2020,9.79119E+12,,,,,1,0,2021-02-09
2293,식사가 잘못됐습니다 2 : 실천편,"마키타 젠지 지음, 문혜원 옮김, 강재헌 감수",더난출판사,2020,9.78898E+12,,,,,1,1,2021-02-09
2294,한배를 탄 지구인을 위한 가이드,"크리스티아나 피게레스.톰 리빗카낵 지음, 홍한결 옮김",김영사,2020,9.78893E+12,,,,,1,0,2021-02-09
2295,곽재식의 미래를 파는 상점,곽재식 지음,다른,2020,9.79116E+12,,,,,1,1,2021-02-09
2296,신소재 쫌 아는 10대,"장홍제 지음, 방상호 그림",풀빛,2020,9.79116E+12,,,,,1,1,2021-02-09
2297,커피를 좋아하면 생기는 일,서필훈 지음,문학동네,2020,9.78895E+12,,,,,1,1,2021-02-09
2298,몸은 얼굴부터 늙는다,"KRD Nihombashi 메디컬 팀 지음, 황혜숙 옮김",갈매나무,2020,9.79119E+12,,,,,1,1,2021-02-09
2299,물건을 절대 바닥에 두지 않는다,"스도 마사코 지음, 백운숙 옮김",싸이프레스,2021,9.79116E+12,,,,,1,1,2021-02-09
2300,마녀엄마,이영미 지음,남해의봄날,2020,9.79119E+12,,,,,1,1,2021-02-09
2301,"또, 먹어버렸습니다",김윤아 지음,다른,2021,9.79116E+12,,,,,1,1,2021-02-09
2302,퀴즈! 과학상식 : 남극·북극〔자료실 훼·오손 도서〕,신혜영 글.그림,글송이,2015,9.79117E+12,,,,,1,1,2021-02-09
2303,십 대를 위한 영화 속 빅데이터 인문학,김영진 지음,팜파스,2021,9.79117E+12,,,,,1,1,2021-02-09
2304,편집자란 무엇인가,김학원 지음,휴머니스트,2020,9.79116E+12,,,,,1,1,2021-02-09
2305,초등 적기독서,장서영 지음,글담출판,2021,9.79119E+12,,,,29.8,1,1,2021-02-09
2306,"1일 1페이지, 세상에서 가장 짧은 교양 수업 365 : 현대문화편","데이비드 S. 키더.노아 D. 오펜하임 지음, 고원 옮김",위즈덤하우스,2020,9.79119E+12,,,,,1,0,2021-02-09
2307,생존교양,이용택.김경미 지음,한빛비즈,2020,9.79116E+12,,,,,1,1,2021-02-09
2308,우리 시대 고전 읽기,정승민 지음,눌민,2020,9.79119E+12,,,,29.1,1,1,2021-02-09
2309,"좋아서 읽습니다, 그림책 (자연1, 독치1)",이현아 외 지음,카시오페아,2020,9.79119E+12,,,,,2,1,2021-02-09
2310,저널리즘 모포시스,"임종수 외 지음, 한국언론정보학회 기획",팬덤북스,2020,9.79116E+12,,,,,1,1,2021-02-09
2311,책 파는 법,조선영 지음,유유,2020,9.79119E+12,,,,,1,2,2021-02-09
2312,역사책 만드는 법,강창훈 지음,유유,2020,9.79119E+12,,,,,1,1,2021-02-09
2313,실용책 만드는 법,김옥현 지음,유유,2020,9.79119E+12,,,,,1,1,2021-02-09
2314,퀴즈! 과학상식 : 사막.정글〔자료실 훼·오손 도서〕,"하종준 지음, 오수진 그림",글송이,2015,9.79117E+12,,,,,1,1,2021-02-09
2315,퀴즈! 과학상식 : 벌레〔자료실 훼·오손 도서〕,"권찬호 글.그림, 남상호 감수",글송이,2015,9.79117E+12,,,,,1,0,2021-02-09
2316,퀴즈! 과학상식 : 동물〔자료실 훼·오손 도서〕,"박은호 글.그림, 도기성.김항묵 감수",글송이,2015,9.79117E+12,,,,,1,1,2021-02-09
2317,퀴즈! 과학상식 : 동굴탐험〔자료실 훼·오손 도서〕,"김현민 글.그림, 손인석 감수",글송이,2007,9.79117E+12,,,,,1,0,2021-02-09
2318,누구나 읽는 수학의 역사,안소정 지음,창비,2020,9.78894E+12,,,,,1,1,2021-02-09
2319,뼈의 학교,"모리구치 미쓰루.야스다 마모루 지음, 박소연 옮김",숲의전설,2021,9.7912E+12,,,,,1,0,2021-02-09
2320,"과학 산책, 자연과학의 변주곡",교양과학연구회 지음,청아출판사,2020,9.78894E+12,,,,,1,1,2021-02-09
2321,바늘잎나무 숲을 거닐며,공우석 지음,청아출판사,2020,9.78894E+12,,,,,1,1,2021-02-09
2322,전쟁은 어떻게 과학을 이용했는가,김유항.황진명 지음,사과나무,2021,9.78897E+12,,,,,1,1,2021-02-09
2323,식물 문답,조현진 지음,눌와,2021,9.79119E+12,,,,,1,1,2021-02-09
2324,빛의 핵심,고재현 지음,사이언스북스,2020,9.79119E+12,,,,,1,2,2021-02-09
2325,"100개의 별, 우주를 말하다","플로리안 프라이슈테터 지음, 유영미 옮김, 이희원 감수",갈매나무,2021,9.79119E+12,,,,,1,1,2021-02-09
2326,"삶, 죽음, 그리고 세상에서 가장 신비로운 물고기","패트릭 스벤손 지음, 신승미 옮김",나무의철학,2021,9.79116E+12,,,,,1,1,2021-02-09
2327,한없이 사악하고 더없이 관대한,"리처드 랭엄 지음, 이유 옮김",을유문화사,2020,9.78893E+12,,,,,1,1,2021-02-09
2328,뉴로제너레이션,"탠 리 지음, 김시내 옮김, 김선미 감수",한빛비즈,2021,9.79116E+12,,,,,1,0,2021-02-09
2329,날마다 구름 한 점,"개빈 프레터피니 지음, 김성훈 옮김",김영사,2021,9.78893E+12,,,,,1,1,2021-02-09
2330,우리의 상상은 현실이 된다,김명철 지음,EBS BOOKS,2020,9.78895E+12,,,,,1,2,2021-02-09
2331,창의성의 기원,"에드워드 오스본 윌슨 지음, 이한음 옮김",사이언스북스,2020,9.79119E+12,,,,,1,2,2021-02-09
2332,생명이란 무엇인가,"폴 너스 지음, 이한음 옮김",까치,2021,9.78897E+12,,,,,1,3,2021-02-09
2333,인간과 동물의 감정 표현,"찰스 로버트 다윈 지음, 김성한 옮김, 최재천 감수, 다윈 포럼 기획",사이언스북스,2020,9.79119E+12,,,,,1,0,2021-02-09
2334,우리가 날씨다,"조너선 사프란 포어 지음, 송은주 옮김",민음사,2020,9.78894E+12,,,,,1,1,2021-02-09
2335,치킨에는 진화의 역사가 있다,"가와카미 가즈토 지음, 김소연 옮김",문예출판사,2021,9.78893E+12,,,,,1,1,2021-02-09
2336,진실에 복무하다,권태선 지음,창비,2020,9.78894E+12,,,,,1,1,2021-02-09
2337,청소년을 위한 존엄성 수업,차병직 지음,바다출판사,2020,9.79119E+12,,,,,1,0,2021-02-09
2338,탄소 사회의 종말,조효제 지음,21세기북스,2020,9.78895E+12,,,,,1,1,2021-02-09
2339,1%가 아닌 99%를 위한 경제,"폴 애들러 지음, 한은경 외 옮김, 이원재 감수",21세기북스,2021,9.78895E+12,,,,,1,2,2021-02-09
2340,근대를 읽다,장두식 지음,민속원,2020,9.78893E+12,,,,,1,1,2021-02-09
2341,세계지식포럼 인사이트 2021,매일경제 세계지식포럼 사무국 지음,매일경제신문사,2020,9.79116E+12,,,,,1,1,2021-02-09
2342,신과 함께 살아온 사람들,이상권 지음,자음과모음,2020,9.78895E+12,,,,,1,0,2021-02-09
2343,존 스튜어트 밀 선집,"존 스튜어트 밀 지음, 서병훈 옮김",책세상,2020,9.79116E+12,,,,,1,0,2021-02-09
2344,마르크스주의에서 본 영국 노동당의 역사,"토니 클리프.도니 글룩스타인.찰리 킴버 지음, 이수현 옮김",책갈피,2020,9.78898E+12,,,,,1,1,2021-02-09
2345,신호와 소음,"네이트 실버 지음, 이경식 옮김",더퀘스트,2021,9.79117E+12,,,,,1,1,2021-02-09
2346,생각하고 저항하는 이를 위하여,"백영서.최영묵 엮음, 리영희재단 기획",창비,2020,9.78894E+12,,,,,1,0,2021-02-09
2347,코로나 화폐전쟁,방현철 지음,이콘,2020,9.79119E+12,,,,,1,1,2021-02-09
2348,콘텐츠가 전부다 2,노가영.김정현.이정훈 지음,미래의창,2021,9.7912E+12,,,,,1,1,2021-02-09
2349,"다시, 공부 다시, 학교",EBS 다큐프라임 제작진 지음,EBS BOOKS,2020,9.78895E+12,,,,,1,2,2021-02-09
2350,카리스마적 지배,"막스 베버 지음, 이상률 옮김",문예출판사,2020,9.78893E+12,,,,,1,0,2021-02-09
2351,대명률직해,"김지 외 지음, 조지만 옮김, 정도전 외 감수",아카넷,2020,9.78896E+12,,,,,1,0,2021-02-09
2352,백년식사,주영하 지음,휴머니스트 출판그룹,2020,9.79116E+12,,,,,1,2,2021-02-09
2353,4차 산업혁명과 대안의 사회 2,이도흠 지음,특별한서재,2020,9.79119E+12,,,,,1,0,2021-02-09
2354,우주를 향한 골드러시,"페터 슈나이더 지음, 한윤진 옮김",쌤앤파커스,2021,9.79117E+12,,,,,1,3,2021-02-09
2355,4차 산업혁명과 대안의 사회 1,이도흠 지음,특별한서재,2020,9.79119E+12,,,,,1,1,2021-02-09
2356,블렌디드 러닝 수업,김성현 외 지음,지식프레임,2020,9.78899E+12,,,,,1,1,2021-02-09
2357,대체불가 라틴아메리카,장재준 지음,의미와재미,2021,9.7912E+12,,,,,1,1,2021-02-09
2358,래디컬 헬프,"힐러리 코텀 지음, 박경현.이태인 옮김",착한책가게,2020,9.79119E+12,,,,,1,0,2021-02-09
2359,객관적이고 과학적인 공부법,이지성.인현진 지음,차이정원,2021,9.7912E+12,,,,,1,1,2021-02-09
2360,마케터는 잘못이 없다,이동훈.김세환 지음,한국경제신문,2021,9.78895E+12,,,,,1,1,2021-02-09
2361,장애의 역사,"킴 닐슨 지음, 김승섭 옮김",동아시아,2020,9.78896E+12,,,,,1,0,2021-02-09
2362,인도 상식사전,권기철 지음,길벗,2020,9.79117E+12,,,,,1,2,2021-02-09
2363,1페이지 꿈 지도,류시천 지음,청림출판,2021,9.78894E+12,,,,,1,2,2021-02-09
2364,사장을 위한 교양 MBA,"와세다대학교 비즈니스스쿨 지음, 김정환 옮김",센시오,2020,9.79119E+12,,,,,1,1,2021-02-09
2365,넛지의 천재들,"제즈 그룸.에이프릴 벨라코트 지음, 홍선영 옮김",리더스북,2021,9.7889E+12,,,,,1,1,2021-02-09
2366,보이지 않은 역사,주윤정 지음,들녘,2020,9.79116E+12,,,,,1,0,2021-02-09
2367,미아로 산다는 것,박노자 지음,한겨레출판,2020,9.79116E+12,,,,,1,1,2021-02-09
2368,사장을 위한 회계,"야스모토 다카하루 지음, 김정환 옮김",센시오,2020,9.79119E+12,,,,,1,1,2021-02-09
2369,능력주의와 불평등,홍세화 외 지음,교육공동체벗,2020,9.78897E+12,,,,,1,0,2021-02-09
2370,아이 엠 스토리,하대석 지음,혜화동,2021,9.79119E+12,,,,,1,1,2021-02-09
2371,일러스트로 바로 이해하는 가장 쉬운 경영학,"조사연 옮김, 히라노 아쓰시 칼 감수",더퀘스천,2021,9.7912E+12,,,,,1,1,2021-02-09
2372,일러스트로 바로 이해하는 가장 쉬운 마케팅,"조사연 옮김, 히라노 아쓰시 칼 감수",더퀘스천,2020,9.7912E+12,,,,,1,1,2021-02-09
2373,코끼리에게 말을 거는 법,공상철 지음,돌베개,2020,9.78897E+12,,,,,1,1,2021-02-09
2374,"강화도, 근대를 품다",이경수 지음,민속원,2020,9.78893E+12,,,,,1,0,2021-02-09
2375,불안한 승리,"도널드 서순 지음, 유강은 옮김",뿌리와이파리,2020,9.78896E+12,,,,,1,0,2021-02-09
2376,"풍운의 도시, 난징",신경란 지음,보고사,2019,9.79116E+12,,,,,1,0,2021-02-09
2377,유럽 1950-2017,"이언 커쇼 지음, 김남섭 옮김",이데아,2020,9.79119E+12,,,,,1,0,2021-02-09
2378,유럽 1914-1949,"이언 커쇼 지음, 류한수 옮김",이데아,2020,9.79119E+12,,,,,1,0,2021-02-09
2379,고구려 벽화고분의 과거와 현재,전호태 지음,성균관대학교출판부,2020,9.79116E+12,,,,,1,0,2021-02-09
2380,문명국가의 기원,박근갑 지음,나남출판,2020,9.78893E+12,,,,,1,0,2021-02-09
2381,100년 전의 세계 일주,김영수 지음,EBS BOOKS,2020,9.78895E+12,,,,,1,0,2021-02-09
2382,문명 다시 보기,주경철 외 지음,나남출판,2020,9.78893E+12,,,,,1,0,2021-02-09
2383,만화로 읽는 사마천의 사기 5,이희재 지음,휴머니스트,2020,9.79116E+12,,,,,1,0,2021-02-09
2384,로마와 차이나,"발터 샤이델 엮음, 임지연 옮김, 조윤재 감수",생각과종이,2020,9.7912E+12,,,,,1,0,2021-02-09
2385,홀로 선 자들의 역사,김동완 지음,글항아리,2020,9.78897E+12,,,,,1,0,2021-02-09
2386,"오래된 미래도시, 베이징",신경란 지음,보고사,2020,9.79117E+12,,,,,1,0,2021-02-09
2387,6가지 백신이 세계사를 바꾸었다,김서형 지음,살림,2020,9.78895E+12,,,,,1,0,2021-02-09
2388,"한중일의 갈림길, 나가사키",서현섭 지음,보고사,2020,9.79117E+12,,,,,1,0,2021-02-09
2389,시작의 앎,"도미야마 이치로 지음, 심정명 옮김",문학과지성사,2020,9.78893E+12,,,,,1,0,2021-02-09
2390,원행을묘정리의궤,김문식 옮김,아카넷,2020,9.78896E+12,,,,,1,0,2021-02-09
2391,유치원의 힘,김경란 지음,EBS BOOKS,2020,9.78895E+12,,,,,1,0,2021-02-09
2392,러스트벨트의 밤과 낮,"엘리스 콜레트 골드바흐 지음, 오현아 옮김",마음산책,2020,9.78896E+12,,,,,1,1,2021-02-09
2393,아직 꼰대는 되고 싶지 않습니다,김성남 지음,갈매나무,2020,9.79119E+12,,,,,1,2,2021-02-09
2394,허브 코헨의 협상의 기술 2,"허브 코헨 지음, 박진서 옮김",김영사,2021,9.78893E+12,,,,,1,2,2021-02-09
2395,"두번째 도시, 두번째 예술",노명우 지음,북인더갭,2020,9.79119E+12,,,,,1,1,2021-02-09
2396,과거를 쫓는 탐정들,"로라 스캔디피오 지음, 류지이 옮김",창비,2020,9.78894E+12,,,,,1,0,2021-02-09
2397,수·당제국,윤미리 지음,살림,2020,9.78895E+12,,,,,1,0,2021-02-09
2398,리비우스 로마사 3,"티투스 리비우스 지음, 이종인 옮김",현대지성,2020,9.79119E+12,,,,,1,0,2021-02-09
2399,리비우스 로마사 4,"티투스 리비우스 지음, 이종인 옮김",현대지성,2020,9.79119E+12,,,,,1,0,2021-02-09
2400,두렵고 황홀한 역사,"바트 어만 지음, 허형은 옮김",갈라파고스,2020,9.79119E+12,,,,,1,0,2021-02-09
2401,택리지 평설,안대회 지음,휴머니스트,2020,9.79116E+12,,,,,1,0,2021-02-09
2402,말라카,"파라하나 슈하이미 지음, 정상천 옮김",산지니,2020,9.78897E+12,,,,,1,0,2021-02-09
2403,한 권으로 읽는 쇄미록,"오희문 지음, 신병주 해설",사회평론아카데미,2020,9.79119E+12,,,,,1,0,2021-02-09
2404,만인만색 역사공작단,만인만색연구자네트워크 미디어팀 지음,서해문집,2021,9.79119E+12,,,,,1,0,2021-02-09
2405,침대 위의 세계사,"브라이언 페이건, 나디아 러더니 지음; 안희정 옮김",올댓북스,2020,9.79119E+12,,,,,1,0,2021-02-09
2406,유럽에서 마주한 뒤섞인 문명,김종천 외 지음,어문학사,2021,9.78896E+12,,,,,1,0,2021-02-09
2407,정조의 법치,김호 지음,휴머니스트,2020,9.79116E+12,,,,,1,0,2021-02-09
2408,정조의 예치,김지영 지음,휴머니스트,2020,9.79116E+12,,,,,1,0,2021-02-09
2409,정조의 무치,허태구 지음,휴머니스트,2020,9.79116E+12,,,,,1,0,2021-02-09
2410,정조의 문치,백승호 지음,휴머니스트,2020,9.79116E+12,,,,,1,0,2021-02-09
2411,개소리는 어떻게 세상을 정복했는가,"제임스 볼 지음, 김선영 옮김",다산북스,2020,9.79113E+12,,,,,1,2,2021-02-09
2412,허브 코헨의 협상의 기술 1,"허브 코헨 지음, 양진성 옮김",김영사,2021,9.78893E+12,,,,,1,3,2021-02-09
2413,교사의 자존감,서준호 지음,알에이치코리아(RHK),2021,9.78893E+12,,,,,1,0,2021-02-09
2414,무엇이 학교를 바꾸는가,이준원 지음,EBS BOOKS,2020,9.78895E+12,,,,,1,0,2021-02-09
2415,캐털리스트,"조나 버거 지음, 김원호 옮김",문학동네,2020,9.78895E+12,,,,,1,1,2021-02-09
2416,돈의 기회,백정선 지음,EBS BOOKS,2020,9.78895E+12,,,,,1,3,2021-02-09
2417,"혼돈의 시대, 리더의 길",박홍규 지음,EBS BOOKS,2020,9.78895E+12,,,,,1,1,2021-02-09
2418,70년대생이 운다,박중근 지음,EBS BOOKS,2020,9.78895E+12,,,,,1,1,2021-02-09
2419,자본 제1권 길라잡이,김성구 지음,나름북스,2021,9.79119E+12,,,,,1,1,2021-02-09
2420,서정과 서사로 읽는 브랜드 인문학,민혜련 지음,의미와재미,2020,9.7912E+12,,,,,1,1,2021-02-09
2421,웹툰 작가에게 변호사 친구가 생겼다,아트로 외 지음,바다출판사,2020,9.79119E+12,,,,,1,1,2021-02-09
2422,경주는 어머니가 부르는 소리,"모리사키 가즈에 지음, 박승주.마쓰이 리에 옮김",글항아리,2020,9.78897E+12,,,,,1,0,2021-02-09
2423,강아지와 둘이서 주말여행,"변미연 지음, 정병성 감수",시공사,2020,9.79117E+12,,,,,1,0,2021-02-09
2424,세상에서 가장 재미있는 28가지 세계사 이야기 : 사랑과 욕망편,"호리에 히로키 지음, 이강훈 그림, 김수경 옮김",사람과나무사이,2020,9.79119E+12,,,,,1,0,2021-02-09
2425,태평양전쟁과 역사학,"아베 다케시 지음, 강은영 옮김",생각과종이,2020,9.7912E+12,,,,,1,0,2021-02-09
2426,러시아의 시민들,백민석 지음,열린책들,2020,9.78893E+12,,,,,1,0,2021-02-09
2427,"권력 쟁탈 3,000년","조너선 홀스래그 지음, 오윤성 옮김",북트리거,2020,9.79119E+12,,,,,1,0,2021-02-09
2428,독소전쟁,"오키 다케시 지음, 박삼헌 옮김",AK(에이케이)커뮤니케이션즈,2021,9.79113E+12,,,,,1,0,2021-02-09
2429,늠름한 소국,"이토 치히로 지음, 홍상현 옮김",나름북스,2020,9.79119E+12,,,,,1,0,2021-02-09
2430,몽골제국,"모리스 로사비 지음, 권용철 옮김",교유당,2020,9.79119E+12,,,,,1,0,2021-02-09
2431,사람과 책을 잇는 여행,박현숙 지음,유유,2020,9.79119E+12,,,,,1,0,2021-02-09
2432,일상이 의미 부여,황혜리 지음,책읽는고양이,2021,9.79119E+12,,,,,1,0,2021-02-09
2433,설날 (움아1),김영진 지음,길벗어린이,2021,9.78896E+12,,,,,1,0,2021-02-09
2434,누가 사자의 방에 들어왔지? (움아1),"아드리앵 파를랑주 지음, 이경혜 옮김",봄볕,2021,9.79119E+12,,,,,1,0,2021-02-09
2435,몬스터 직원 대처법,"이시카와 히로코 지음, 오성원 옮김",매일경제신문사,2020,9.79116E+12,,,,,1,1,2021-02-09
2436,위험한 법철학,"스미요시 마사미 지음, 책/사/소 옮김",들녘,2020,9.79116E+12,,,,,1,1,2021-02-09
2437,사랑은 왜 끝나나,"에바 일루즈 지음, 김희상 옮김, 김현미 해제",돌베개,2020,9.78897E+12,,,,,1,0,2021-02-09
2438,침묵에서 말하기로,"캐럴 길리건 지음, 이경미 옮김",심심,2020,9.79116E+12,,,,,1,0,2021-02-09
2439,버지니아 울프의 정원,"캐럴라인 줍 지음, 메이 옮김, 캐럴라인 아버 사진",봄날의책,2020,9.79119E+12,,,,,1,0,2021-02-09
2440,이카보그,"J.K. 롤링 지음, 박아람 옮김",문학수첩 리틀북,2020,9.78896E+12,,,,,1,1,2021-02-09
2441,세계의 어린이책과 작가들,"호즈미 타모츠 지음, 황진희 옮김",한림출판사,2020,9.78897E+12,,,,,1,0,2021-02-09
2442,언젠가는 어린이가 되겠지,김유진 지음,창비,2020,9.78894E+12,,,,,1,0,2021-02-09
2443,모험적 독일인 짐플리치시무스,"한스 폰 그리멜스하우젠 지음, 김홍진 옮김",문학과지성사,2020,9.78893E+12,,,,,1,0,2021-02-09
2444,천가시,"사방득.왕상 엮음, 주기평 옮김",문학과지성사,2020,9.78893E+12,,,,,1,0,2021-02-09
2445,화의금몽,"루씬 지음, 임주영 옮김",알에이치코리아(RHK),2021,9.78893E+12,,,,,1,0,2021-02-09
2446,딸에게 보내는 인문학 편지,"맷 뷔리에시 지음, 김미선 옮김",유노북스,2021,9.79119E+12,,,,199.1,1,2,2021-02-09
2447,콘텐츠 창작과 스토리텔링 교육,최시한 지음,문학과지성사,2020,9.78893E+12,,,,,1,0,2021-02-09
2448,"니클의 소년들(문학1, 움도1)","콜슨 화이트헤드 지음, 김승욱 옮김",은행나무,2020,9.79119E+12,,,,,2,0,2021-02-09
2449,세조대왕,"이광수 지음, 김형규 감수",태학사,2020,9.7912E+12,,,,,1,0,2021-02-09
2450,기자 생리학,"오노레 드 발자크 지음, 류재화 옮김",페이퍼로드,2021,9.79119E+12,,,,,1,0,2021-02-09
2451,공무원 생리학,"오노레 드 발자크 지음, 류재화 옮김",페이퍼로드,2020,9.79119E+12,,,,,1,0,2021-02-09
2452,방해하지 마시오,"클레어 더글러스 지음, 안현주 옮김",구픽,2020,9.79119E+12,,,,,1,1,2021-02-09
2453,하루 쓰기 공부,"브라이언 로빈슨 지음, 박명숙 옮김",유유,2020,9.79119E+12,,,,,1,0,2021-02-09
2454,"모래알만 한 진실이라도(독치1, 움도1)",박완서 지음,세계사,2020,9.78893E+12,,,,,2,0,2021-02-09
2455,"천 개의 죽음이 내게 말해준 것들(문학1, 독치1)","고칸 메구미 지음, 오시연 옮김",웅진지식하우스,2020,9.7889E+12,,,,,2,0,2021-02-09
2456,새버스의 극장,"필립 로스 지음, 정영목 옮김",문학동네,2020,9.78895E+12,,,,,1,1,2021-02-09
2457,요정이 부르는 곳,"요한 테오린 지음, 권도희 옮김",엘릭시르,2021,9.78895E+12,,,,,1,0,2021-02-09
2458,끌림,"세라 워터스 지음, 최용준 옮김",열린책들,2020,9.78893E+12,,,,,1,0,2021-02-09
2459,수용소군도 5,"알렉산드르 솔제니친 지음, 김학수 옮김",열린책들,2020,9.78893E+12,,,,,1,0,2021-02-09
2460,수용소군도 3,"알렉산드르 솔제니친 지음, 김학수 옮김",열린책들,2020,9.78893E+12,,,,,1,0,2021-02-09
2461,수용소군도 4,"알렉산드르 솔제니친 지음, 김학수 옮김",열린책들,2020,9.78893E+12,,,,,1,0,2021-02-09
2462,"다시, 올리브","엘리자베스 스트라우트 지음, 정연희 옮김",문학동네,2020,9.78895E+12,,,,,1,1,2021-02-09
2463,수용소군도 2,"알렉산드르 솔제니친 지음, 김학수 옮김",열린책들,2020,9.78893E+12,,,,,1,0,2021-02-09
2464,사랑의 중력,"사라 스트리츠베리 지음, 박현주 옮김",문학동네,2020,9.78895E+12,,,,,1,0,2021-02-09
2465,수용소군도 1,"알렉산드르 솔제니친 지음, 김학수 옮김",열린책들,2020,9.78893E+12,,,,,1,0,2021-02-09
2466,신뢰 연습,"수잔 최 지음, 공경희 옮김",왼쪽주머니,2020,9.78896E+12,,,,,1,0,2021-02-09
2467,광신도들,"오스틴 라이트 지음, 김미정 옮김",오픈하우스,2020,9.79119E+12,,,,,1,0,2021-02-09
2468,이웃집 여자,"예완데 오모토소 지음, 엄일녀 옮김",문학동네,2020,9.78895E+12,,,,,1,1,2021-02-09
2469,살인마에게 바치는 청소지침서,"쿤룬 지음, 진실희 옮김",한즈미디어(한스미디어),2021,9.79116E+12,,,,,1,0,2021-02-09
